form	lemma	POS	morph
སྟ་	སྟ་	OTHER
ཤིང་	ཅིང་	PART
།		PUNCT
ཐོག་	ཐོག་	NOUN
མརཏིང་		NON_WORD
ངེ་	ངེ་	NO_POS
འཛིན་	འཛིན་	VERB
ལ་	ལ་	PART
སྦྱོར་བ་	སྦྱོར་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ལེ་ལོ་	ལེ་ལོ་	NOUN
ཉེས་པ་	ཉེས་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
གྱི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
འི་	གི་	PART
དད་པ་	དད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
འདུན་པ་	འདུན་པ་	PROPN
དང་	དང་	NO_POS
།		PUNCT
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
ཤིན་སྦྱངས་	ཤིན་སྦྱངས་	NO_POS
རྣམས་	རྣམས་	DET
ཡིན་	ཡིན་	NO_POS
ལ་	ལ་	PART
།		PUNCT
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
ལ་བ་	ལ་བ་	NOUN
		
པ་	པ་	OTHER
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
དམིགས་པ་	དམིགས་པ་	VERB
བརྗེད་པ་	བརྗེད་པ་	VERB
ཉེས་པ་	ཉེས་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཉེན་	གཉེན་	NOUN
		
།		PUNCT
ར་	ར་	ADP
དམིགས་རྟེན་	དམིགས་རྟེན་	NO_POS
མི་	མི་	PART
བརྗེད་པ་	བརྗེད་པ་	VERB
ར་	ལ་	PART
དྲན་པ་	དྲན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མཉམ་	མཉམ་	VERB
		
པ་	པ་	OTHER
ར་	ལ་	PART
བཞག་པ་	བཞག་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
བྱིང་	བྱིང་	NO_POS
ལྷ་	ལྷ་	NOUN
ད་	ད་	ADV
ཉེ་ས་པ་	ཉེ་ས་པ་	NO_POS
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཉེན་	གཉེན་	NOUN
		
།		PUNCT
ར་	ར་	ADP
བྱིང་	བྱིང་	NO_POS
ཅདད་		NON_WORD
བྱུང་བ་	བྱུང་བ་	VERB
འམ་	གམ་	PART
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
ཉེ་བ་	ཉེ་བ་	VERB
ན་	ལ་	PART
འཕྲལ་	འཕྲལ་	ADV
དུ་	ལ་	PART
རིག་པ་	རིག་པ་	VERB
འི་	གི་	PART
ཤེས་བཞིན་	ཤེས་བཞིན་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
བྱིང་རྒོད་	བྱིང་རྒོད་	NO_POS
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
འདུ་	འདུ་	VERB
མི་	མི་	PART
བྱེད་པ་	བྱེད་པ་	VERB
ཉེས་པ་	ཉེས་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ར་	ལ་	PART
དེ་	སྟེ་	PART
ཐོང་བ་	ཐོང་བ་	NO_POS
འི་	གི་	PART
འདུ་བྱེད་	འདུ་བྱེད་	NOUN
དམ་	གམ་	PART
སེམས་པ་	སེམས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བྱིང་རྒོད་	བྱིང་རྒོད་	NO_POS
དང་	དང་	NO_POS
བྲལ་བ་	བྲལ་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
འདུ་བྱེད་པ་	འདུ་བྱེད་པ་	NOUN
ཉེས་པ་	ཉེས་པ་	VERB
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
གཉེན་པོ་	གཉེན་པོ་	NOUN
ར་	ལ་	PART
འདུ་	འདུ་	VERB
མི་	མི་	PART
བྱེད་པ་	བྱེད་པ་	VERB
འི་	གི་	PART
བཏང་	བཏང་	VERB
སྒོམས་	སྒོམས་	VERB
རྣམས་	རྣམས་	DET
བསྟེན་	བསྟེན་	VERB
དགོས་	དགོས་	VERB
ལ་	ལ་	PART
།་		PUNCT
དེ་ཡང་	དེ་ཡང་	ADV
སེམས་	སེམས་	NOUN
དམིགས་རྟེན་	དམིགས་རྟེན་	NO_POS
ལ་	ལ་	ADP
ས་	གིས་	PART
གཞན་	གཞན་	DET
དུ་	ལ་	PART
མི་	མི་	PART
འའོ་		NON_WORD
།་		PUNCT
ཡང་	ཀྱང་	PART
།		PUNCT
གསལ་	གསལ་	VERB
དངས་		NON_WORD
ཀྱི་	གི་	PART
ཆ་	ཆ་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
མེད་པ་	མེད་པ་	VERB
བྱིང་བ་	བྱིང་བ་	VERB
རགས་པ་	རགས་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དྭངས་	དྭངས་	NO_POS
ཆ་	ཆ་	NOUN
ཡོད་	ཡོད་	VERB
ཀྱང་	ཀྱང་	PART
གསལ་ཆ་	གསལ་ཆ་	NO_POS
འི་	གི་	PART
ང་	ང་	NOUN
མེད་པ་	མེད་པ་	VERB
བྱིང་བ་	བྱིང་བ་	VERB
འབྲིང་	འབྲིང་	NOUN
དང་	དང་	NO_POS
་།		PUNCT
དྭངས་གསལ་	དྭངས་གསལ་	OTHER
གྱི་	གི་	PART
ཆ་	ཆ་	NOUN
གཉིས་ཀ་	གཉིས་ཀ་	OTHER
སྐུ་	སྐུ་	NOUN
།		PUNCT
ད་	ད་	ADV
ཀྱང་	ཀྱང་	PART
འཛིན་སྟངས་	འཛིན་སྟངས་	NOUN
ཀྱི་	གི་	PART
གསལ་ཆ་	གསལ་ཆ་	NO_POS
འི་	གི་	PART
ང་	ང་	NOUN
ཅུང་ཟད་	ཅུང་ཟད་	ADV
ཞནདུ་		NON_WORD
སོང་བ་	སོང་བ་	VERB
བྱིང་བ་	བྱིང་བ་	VERB
ཕྲ་	ཕྲ་	NOUN
མོསན་		NON_WORD
ཞིངནགཞན་		NON_WORD
ཡང་	ཀྱང་	PART
བྱིང་རྨུགས་	བྱིང་རྨུགས་	NOUN
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
དང་	དང་	NO_POS
།		PUNCT
འཕྲོ་རྒོད་	འཕྲོ་རྒོད་	NO_POS
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
ཁྱད་པར་	ཁྱད་པར་	NOUN
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ན་	ནས་	PART
འཛིན་སྟངས་	འཛིན་སྟངས་	NOUN
ཀྱིགསལ་		NON_WORD
ང་	ང་	NOUN
ཡོད་པ་	ཡོད་པ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
རིག་པ་	རིག་པ་	VERB
འཕང་	འཕང་	VERB
བསྟོད་	བསྟོད་	VERB
དྲགས་	དྲགས་	NO_POS
ན་	ལ་	PART
རྒོད་པ་	རྒོད་པ་	VERB
སྐྱེ་	སྐྱེ་	NOUN
ལ་	ལ་	PART
།		PUNCT
གནས་ཆ་	གནས་ཆ་	NO_POS
བྱུང་	བྱུང་	VERB
ཚེ་	ཚེ་	NOUN
མ་	མ་	PART
བསྒྲིམས་པ་	བསྒྲིམས་པ་	VERB
ར་	ལ་	PART
ཧ་ཅང་	ཧ་ཅང་	ADV
ཏཱ་	ཏཱ་	NO_POS
ད་	ད་	ADV
ན་	ལ་	PART
བྱིང་བ་	བྱིང་བ་	VERB
ཤ་	ཤ་	DET
ཆེ་བ་	ཆེ་བ་	VERB
ར་	ལ་	PART
འགྱུར་བ་	འགྱུར་བ་	VERB
ས་	གིས་	PART
།		PUNCT
རང་ཉམས་	རང་ཉམས་	NO_POS
ལ་	ལ་	PART
དཔག་	དཔག་	VERB
སྟེ་	སྟེ་	PART
བསྒྲིམས་	བསྒྲིམས་	NO_POS
ལྷོད་	ལྷོད་	NO_POS
ཀྱི་	གི་	PART
མཚམས་	མཚམས་	NOUN
ཟིན་པ་	ཟིན་པ་	VERB
འི་	གི་	PART
ལྷུརྟོ་		NON_WORD
ན་	ནས་	PART
སེམས་	སེམས་	NOUN
དམིགས་པ་	དམིགས་པ་	VERB
ལ་	ལ་	PART
འརོསྟོགས་པ་	འརོསྟོགས་པ་	NON_WORD
འི་	གི་	PART
གནས་ཆ་	གནས་ཆ་	NO_POS
འསྣུ་		NON_WORD
ལ་བ་	ལ་བ་	NOUN
དང་	དང་	NO_POS
།		PUNCT
གསལ་ཆ་	གསལ་ཆ་	NO_POS
འི་	གི་	PART
ང་	ང་	NOUN
འདོན་	འདོན་	VERB
པགཉིས་		NON_WORD
རེ་	རེ་	NOUN
		
སྣུ་		NON_WORD
ས་	ས་	ADP
སུ་	ལ་	PART
བསྐྱང་བ་	བསྐྱང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཝ་	ཝ་	OTHER
།		PUNCT
མས་་	མས་པ་	OTHER
ས་	གིས་	PART
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
སེམས་	སེམས་	NOUN
འཇོག་པ་	འཇོག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྒྱུན་	རྒྱུན་	NOUN
དུ་	ལ་	PART
འཇོག་པ་	འཇོག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
གླན་	གླན་	NO_POS
ཏེ་	སྟེ་	PART
འཇོག་པ་	འཇོག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཉེ་བ་		
འཇོག་པ་	འཇོག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དུལ་བ་	དུལ་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྣམ་པ་	རྣམ་པ་	NOUN
ར་	ལ་	PART
ཞི་བ་	ཞི་བ་	VERB
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
རྩེགཅིག་		NON_WORD
ཏུ་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
མཉམ་པ་	མཉམ་པ་	VERB
ར་	ལ་	PART
འ་		NON_WORD
		
		
ག་པ་	ག་པ་	PRON
སྟེ་	སྟེ་	PART
སེམས་	སེམས་	NOUN
གནས་	གནས་	NOUN
དགུ་	དགུ་	NUM
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
འགྲུབ་	འགྲུབ་	VERB
ཅིང་	ཅིང་	PART
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ཀྱང་	ཀྱང་	PART
རིམ་པ་	རིམ་པ་	NOUN
བཞིན་	བཞིན་	NOUN
སེམས་	སེམས་	NOUN
གནས་	གནས་	NOUN
དང་	དང་	NO_POS
སྔོ་	སྔོ་	VERB
།་		PUNCT
		
།		PUNCT
ས་པ་	ས་པ་	NOUN
དངནགཉིས་པ་	དངནགཉིས་པ་	NON_WORD
བསམ་པ་	བསམ་པ་	VERB
དངནགསུམ་པ་	དངནགསུམ་པ་	NON_WORD
བཞི་པ་	བཞི་པ་	ADJ
གཉིས་	གཉིས་	NUM
དྲན་པ་	དྲན་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
ལྔ་པ་	ལྔ་པ་	NUM
དྲུག་པ་	དྲུག་པ་	NUM
གཉིས་	གཉིས་	NUM
ཤེས་བཞིན་	ཤེས་བཞིན་	NO_POS
དང་	དང་	NO_POS
།		PUNCT
བདུན་པ་	བདུན་པ་	NUM
བརྒྱད་པ་	བརྒྱད་པ་	NUM
གཉིས་	གཉིས་	NUM
བརྩོན་འགྲུས་	བརྩོན་འགྲུས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
དགུ་པ་	དགུ་པ་	ADJ
འདྲིས་པ་	འདྲིས་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
ཀྱིས་	གིས་	PART
འགྲུབ་	འགྲུབ་	VERB
ལུགས་	ལུགས་	NOUN
དང་	དང་	NO_POS
།		PUNCT
སེམས་	སེམས་	NOUN
གནས་	གནས་	NOUN
དང་	དང་	NO_POS
		
།་		PUNCT
གཉིས་	གཉིས་	NUM
ཀྱི་	གི་	PART
དུས་	དུས་	NOUN
སུ་	ལ་	PART
འབད་པ་	འབད་པ་	VERB
ས་	གིས་	PART
བསྒྲིམ་	བསྒྲིམ་	NO_POS
དབོ་	དབོ་	NO_POS
ས་པ་	ས་པ་	NOUN
ས་	གིས་	PART
བསྒྲིམས་	བསྒྲིམས་	NO_POS
ཏེ་	སྟེ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
སེམས་	སེམས་	NOUN
ལྔའེ་		NON_WORD
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
བྱིང་	བྱིང་	NO_POS
སྙད་	སྙད་	NO_POS
ཀྱིས་	གིས་	PART
བ་	བ་	NOUN
དུ་	ལ་	PART
གཐོདནུས་པ་	གཐོདནུས་པ་	NON_WORD
ས་	གིས་	PART
སྐབས་	སྐབས་	NOUN
གྱའཆད་		NON_WORD
ཅིང་	ཅིང་	PART
འཇུག་པ་	འཇུག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སེམས་	སེམས་	NOUN
བརྒྱད་པ་	བརྒྱད་པ་	NUM
ལདེ་		NON_WORD
ལྟ་	ལྟ་	OTHER
གཅོད་	གཅོད་	NO_POS
མི་	མི་	PART
ནུས་པ་	ནུས་པ་	VERB
ས་	གིས་	PART
སྐབས་	སྐབས་	NOUN
སུ་	ལ་	PART
འཆད་པ་	འཆད་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
འཇུག་པ་	འཇུག་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
སེམས་	སེམས་	NOUN
དགུ་པ་	དགུ་པ་	ADJ
ལནི་		NON_WORD
བ་	བ་	NOUN
ཡང་	ཀྱང་	PART
མིའཆད་		NON_WORD
ཅིང་	ཅིང་	PART
རྩོལ་	རྩོལ་	NO_POS
བཡང་		NON_WORD
རྒྱུན་པ་	རྒྱུན་པ་	NO_POS
ར་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
མིདགོས་པ་	མིདགོས་པ་	NON_WORD
ས་	གིས་	PART
རྩོལ་བ་	རྩོལ་བ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
འཇུག་	འཇུག་	VERB
པའིཡིད་		NON_WORD
བྱེད་	བྱེད་	VERB
འཇོག་	འཇོག་	VERB
ཚུལ་	ཚུལ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱང་	ཀྱང་	PART
ཤེས་པ་	ཤེས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བལྷུ་		NON_WORD
།		PUNCT
མས་་	མས་པ་	OTHER
ས་	གིས་	PART
སེམས་	སེམས་	NOUN
དགེ་བ་	དགེ་བ་	VERB
ལ་	ལ་	PART
ཅི་	ཅི་	NO_POS
འདོད་	འདོད་	VERB
དུ་	ལ་	PART
བཀོལ་	བཀོལ་	NO_POS
དུ་	ལ་	PART
རུང་བ་	རུང་བ་	VERB
འི་	གི་	PART
སེམས་	སེམས་	NOUN
ཤིན་སྦྱངས་	ཤིན་སྦྱངས་	NO_POS
སྐྱེ་	སྐྱེ་	NOUN
།		PUNCT
		
དེ་	དེ་	DET
འི་	གི་	PART
མཐུ་	མཐུ་	NOUN
ས་	གིས་	PART
ལུས་	ལུས་	NOUN
ཀྱི་	གི་	PART
གནས་	གནས་	NOUN
ངན་	ངན་	VERB
ལེན་	ལེན་	VERB
དང་	དང་	NO_POS
བྲལ་	བྲལ་	VERB
ན་	ནས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
སུ་	ལ་	PART
རུང་བ་	རུང་བ་	VERB
འི་	གི་	PART
རླུང་	རླུང་	NOUN
ལུས་	ལུས་	NOUN
ལ་	ལ་	PART
རྒྱུ་བ་	རྒྱུ་བ་	VERB
ས་	གིས་	PART
ལུས་	ལུས་	NOUN
ཤིན་སྦྱངས་	ཤིན་སྦྱངས་	NO_POS
སྐྱེ་	སྐྱེ་	NOUN
།		PUNCT
དེ་དག་	དེ་དག་	OTHER
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
ཉམས་	ཉམས་	NOUN
སྐྱེ་	སྐྱེ་	NOUN
ཞིང་	ཅིང་	PART
།		PUNCT
དེ་ལས་	དེ་ལས་	NO_POS
སེམས་	སེམས་	NOUN
ཤིན་སྦྱངས་	ཤིན་སྦྱངས་	NO_POS
ཀྱི་	གི་	PART
བདེ་བ་	བདེ་བ་	VERB
སྐྱེ་	སྐྱེ་	NOUN
།		PUNCT
ལུས་	ལུས་	NOUN
ཤིན་སྦྱངས་	ཤིན་སྦྱངས་	NO_POS
སྐྱེས་མ་	སྐྱེས་མ་	ADJ
ཐག་	ཐག་	VERB
གི་	གི་	PART
སེམས་	སེམས་	NOUN
དགའ་ཡལ་ཡལ་བ་	དགའ་ཡལ་ཡལ་བ་	NO_POS
ཡང་	ཀྱང་	PART
རིམ་གྱིས་	རིམ་གྱིས་	NO_POS
ཞི་	ཞི་	VERB
ན་	ནས་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
དང་	དང་	NO_POS
རྗེས་སུ་	རྗེས་སུ་	OTHER
མཐུན་པ་	མཐུན་པ་	VERB
འི་	གི་	PART
ཤིན་སྦྱངས་	ཤིན་སྦྱངས་	NO_POS
མི་	མི་	PART
གསྤོང་		NON_WORD
བ་	བ་	ADP
ཟིན་པ་	ཟིན་པ་	VERB
འི་	གི་	PART
ཞི་གནས་	ཞི་གནས་	NOUN
མཚན་ཉིད་པ་	མཚན་ཉིད་པ་	NOUN
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
དེ་	སྟེ་	PART
ལ་	ལ་	PART
བརྟེན་	བརྟེན་	VERB
ན་	ནས་	PART
ཞི་	ཞི་	VERB
རགས་	རགས་	VERB
ཀྱི་	གི་	PART
རྣམ་པ་	རྣམ་པ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ལྷག་མཐོང་	ལྷག་མཐོང་	NOUN
བརཱཁས་		NON_WORD
ན་	ནས་	PART
འཇིག་རྟེན་པ་	འཇིག་རྟེན་པ་	NOUN
འི་	གི་	PART
ལམ་	གམ་	PART
གྱིས་	གིས་	PART
བསམ་	བསམ་	NOUN
གཟུགས་	གཟུགས་	NOUN
བརྒྱད་	བརྒྱད་	NUM
སོགས་	སོགས་	DET
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
བདེན་པ་	བདེན་པ་	VERB
འི་	གི་	PART
རྣམ་	རྣམ་	NOUN
ཅན་	ཅན་	PART
གྱི་	གི་	PART
ལྷག་	ལྷག་	NOUN
མཆོདང་		NON_WORD
བསྒྲུབས་	བསྒྲུབས་	VERB
ཏེ་	སྟེ་	PART
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
ལམ་	གམ་	PART
གྱིས་	གིས་	PART
ཁམས་	ཁམས་	NOUN
གསུམ་	གསུམ་	NUM
གྱི་	གི་	PART
ཉོན་མོངས་པ་	ཉོན་མོངས་པ་	NOUN
ཐོང་པ་	ཐོང་པ་	NO_POS
ར་	ལ་	PART
བྱེད་པ་	བྱེད་པ་	VERB
སྟོདེ་		NON_WORD
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
ཞི་གནས་	ཞི་གནས་	NOUN
ཀྱིཏིང་		NON_WORD
ངེ་	ངེ་	NO_POS
འཛིན་	འཛིན་	VERB
ཁྱད་པར་ཅན་	ཁྱད་པར་ཅན་	ADJ
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
རྒྱུད་	རྒྱུད་	NOUN
ལ་	ལ་	PART
སྐྱེ་བ་	སྐྱེ་བ་	VERB
ར་	ལ་	PART
བླ་མ་	བླ་མ་	NOUN
ལྷས་བྱིན་	ལྷས་བྱིན་	PROPN
གྱིས་	གིས་	PART
བརླབ་	བརླབ་	NO_POS
ཏུ་	ལ་	PART
གསྐུ་		NON_WORD
ལ་	ལ་	PART
།		PUNCT
གཉིས་པ་	གཉིས་པ་	NUM
ནི་	ནི་	NO_POS
།		PUNCT
དེ་ལྟ་	དེ་ལྟ་	NO_POS
བུའིཏིང་		NON_WORD
ངེ་	ངེ་	NO_POS
འཛིན་	འཛིན་	VERB
ལ་	ལ་	PART
བརྟེནནས་		NON_WORD
བདག་མེད་	བདག་མེད་	ADJ
ཤོདགས་པ་	ཤོདགས་པ་	NON_WORD
འི་	གི་	PART
ལྷག་	ལྷག་	NOUN
མསྒྱུ་		NON_WORD
ང་	ང་	PRON
གི་	གི་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
བསྐྱེད་	བསྐྱེད་	VERB
དཐོདས་པ་	དཐོདས་པ་	NON_WORD
ས་	གིས་	PART
།		PUNCT
ལྷག་	ལྷག་	NOUN
མལྔ་		NON_WORD
ང་	ང་	PRON
གི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
ཀྱི་	གི་	PART
གཐོ་		NON_WORD
རྭབ་		NON_WORD
ཟབ་མོ་	ཟབ་མོ་	ADJ
འི་	གི་	PART
གཞུང་	གཞུང་	NOUN
ལ་	ལ་	PART
ཇོ་	ཇོ་	NO_POS
ས་	ས་	ADP
བསམ་	བསམ་	NOUN
བྱེད་པ་	བྱེད་པ་	VERB
དང་	དང་	NO_POS
བསགས་	བསགས་	VERB
སྦྱངས་	སྦྱངས་	VERB
ལ་	ལ་	PART
འབད་པ་	འབད་པ་	VERB
དང་	དང་	NO_POS
།		PUNCT
བླ་མ་	བླ་མ་	NOUN
དང་	དང་	NO_POS
འཇམ་པ་	འཇམ་པ་	VERB
འི་	གི་	PART
དབྱངས་	དབྱངས་	NOUN
དབྱེ་	དབྱེ་	VERB
ར་	ལ་	PART
མེད་	མེད་	VERB
དུ་	ལ་	PART
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
རྩེགཅིགཏུ་		NON_WORD
གསོལ་བ་	གསོལ་བ་	VERB
འདེབས་	འདེབས་	VERB
		
པ་	པ་	PART
རྣམས་	རྣམས་	DET
ལ་	ལ་	PART
འབད་པ་	འབད་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
དངོསགཞི་		NON_WORD
ལགང་		NON_WORD
ཟག་	ཟག་	VERB
གོབདག་		NON_WORD
རེད་	རེད་	VERB
གཏན་	གཏན་	NOUN
ལ་	ལ་	PART
ཕབནས་		NON_WORD
སྒོམ་	སྒོམ་	VERB
ཚུལདང་		NON_WORD
།		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
བདག་	བདག་	PRON
མེདགཏན་		NON_WORD
ལ་	ལ་	PART
ཕབ་	ཕབ་	VERB
ན་	ནས་	PART
སྒོམ་	སྒོམ་	VERB
ཚུལ་	ཚུལ་	NOUN
དང་	དང་	NO_POS
གཉིས་	གཉིས་	NUM
།		PUNCT
དང་པོ་	དང་པོ་	ADJ
ལ་	ལ་	PART
གནད་	གནད་	NOUN
བཞི་	བཞི་	NUM
ལ་	ལ་	ADP
ས་	གིས་	PART
།་		PUNCT
གཞན་	གཞན་	DET
གྱིས་	གིས་	PART
རང་	རང་	PRON
ལ་	ལ་	PART
ཕན་	ཕན་	NOUN
གཅད་	གཅད་	NO_POS
ཆེན་པོ་	ཆེན་པོ་	ADJ
བྱས་པ་	བྱས་པ་	VERB
ལྟ་	ལྟ་	NOUN
སྤུ་	སྤུ་	NOUN
འི་	གི་	PART
ཆེ་	ཆེ་	VERB
འམ་	གམ་	PART
།		PUNCT
ཐོག་	ཐོག་	NOUN
བབས་པ་	བབས་པ་	VERB
འམ་	གམ་	PART
།		PUNCT
གཡང་ས་	གཡང་ས་	NO_POS
ར་	ལ་	PART
ལྟུང་	ལྟུང་	VERB
དུ་	ལ་	PART
ཉེ་བ་	ཉེ་བ་	VERB
ལྟ་བུ་	ལྟ་བུ་	NOUN
འི་	གི་	PART
རྐྱེན་	རྐྱེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
དགའ་བ་	དགའ་བ་	VERB
འམ་	གམ་	PART
འཇིགས་པ་	འཇིགས་པ་	VERB
འི་	གི་	PART
ཉམས་	ཉམས་	NOUN
ཆེན་	ཆེན་	NO_POS
སྔོ་	སྔོ་	VERB
།་		PUNCT
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
།		PUNCT
ང་	ང་	PRON
ང་	ང་	PRON
སྙམ་	སྙམ་	VERB
དུ་	ལ་	PART
དམ་	གམ་	PART
སྤྲིང་	སྤྲིང་	NO_POS
སྦྲིང་		NON_WORD
འཛིན་པ་	འཛིན་པ་	VERB
འབྱུང་	འབྱུང་	VERB
ཞིང་	ཅིང་	PART
།		PUNCT
དེ་	དེ་	DET
འི་	གི་	PART
ཚེ་	ཚེ་	NOUN
ང་	ང་	NOUN
འཛིན་	འཛིན་	VERB
ལྷན་སྐྱེས་	ལྷན་སྐྱེས་	ADJ
ཀྱི་	གི་	PART
ང་	ང་	PRON
འི་	གི་	PART
འཛིན་	འཛིན་	VERB
ཚུལ་	ཚུལ་	NOUN
གསལ་བ་	གསལ་བ་	VERB
ར་	ལ་	PART
ཡོད་པ་	ཡོད་པ་	VERB
ས་	གིས་	PART
ཤེས་པ་	ཤེས་པ་	VERB
བྱིངས་	བྱིངས་	NOUN
བློ་	བློ་	NOUN
དེ་	དེ་	DET
འི་	གི་	PART
ངོ་བོ་	ངོ་བོ་	NOUN
ར་	ལ་	PART
བསྐྱེད་	བསྐྱེད་	VERB
བཞིན་	བཞིན་	NOUN
དུ་	ལ་	PART
སྡུའི་		NON_WORD
ཆ་ཤས་	ཆ་ཤས་	NOUN
ཕྲ་	ཕྲ་	NOUN
མོཞིགགིསདེའི་		NON_WORD
འོཛེན་		NON_WORD
ཚུལ་	ཚུལ་	NOUN
